,Name,Sex,Event,Age,Best3SquatKg,Best3BenchKg,Best3DeadliftKg,AgeClass,Federation,Date,MeetCountry,MeetState,MeetName
302,Tiffany Bellamy,F,SBD,37.0,92.5,45.0,112.5,35-39,365Strong,2017,USA,NC,Charlotte Europa Games
303,Taylor Nugent,F,SBD,25.0,120.0,52.5,142.5,24-34,365Strong,2017,USA,NC,Charlotte Europa Games
304,Kayce Hoover,F,SBD,24.0,125.0,62.5,125.0,24-34,365Strong,2017,USA,NC,Charlotte Europa Games
305,Dawn Bogart,F,SBD,43.0,150.0,102.5,182.5,40-44,365Strong,2017,USA,NC,Charlotte Europa Games
306,Dawn Bogart,F,SBD,43.0,150.0,102.5,182.5,40-44,365Strong,2017,USA,NC,Charlotte Europa Games
307,Hanna Young,F,SBD,19.0,110.0,62.5,137.5,18-19,365Strong,2017,USA,NC,Charlotte Europa Games
308,Kelian Hagerty,F,SBD,38.0,97.5,70.0,140.0,35-39,365Strong,2017,USA,NC,Charlotte Europa Games
309,Maureen Clary,F,SBD,61.0,135.0,102.5,160.0,60-64,365Strong,2017,USA,NC,Charlotte Europa Games
310,Brittany Shackelford,F,SBD,27.0,160.0,95.0,155.0,24-34,365Strong,2017,USA,NC,Charlotte Europa Games
311,Priscilla Pardue,F,SBD,53.0,117.5,60.0,115.0,50-54,365Strong,2017,USA,NC,Charlotte Europa Games
312,Maureen Clary,F,SBD,61.0,135.0,102.5,160.0,60-64,365Strong,2017,USA,NC,Charlotte Europa Games
313,Katarina Giancroce,F,SBD,19.0,122.5,57.5,132.5,18-19,365Strong,2017,USA,NC,Charlotte Europa Games
314,Reyhan Roybal,F,SBD,38.0,117.5,95.0,162.5,35-39,365Strong,2017,USA,NC,Charlotte Europa Games
315,Courtney Reynolds,F,SBD,29.0,117.5,65.0,147.5,24-34,365Strong,2017,USA,NC,Charlotte Europa Games
316,Katarina Giancroce,F,SBD,19.0,122.5,57.5,132.5,18-19,365Strong,2017,USA,NC,Charlotte Europa Games
317,Ivanna Guzman,F,SBD,20.0,112.5,50.0,147.5,20-23,365Strong,2017,USA,NC,Charlotte Europa Games
318,Deborah Omolewu,F,SBD,33.0,117.5,75.0,142.5,24-34,365Strong,2017,USA,NC,Charlotte Europa Games
319,Jessica Wissmann,F,SBD,25.0,167.5,75.0,155.0,24-34,365Strong,2017,USA,NC,Charlotte Europa Games
320,Bridget McDermott,F,SBD,31.0,157.5,75.0,145.0,24-34,365Strong,2017,USA,NC,Charlotte Europa Games
321,Candice Maness,F,SBD,54.0,110.0,82.5,115.0,50-54,365Strong,2017,USA,NC,Charlotte Europa Games
322,Shannon Nash,F,SBD,45.0,102.5,172.5,102.5,45-49,365Strong,2017,USA,NC,Charlotte Europa Games
324,Mariah Flint,F,SBD,21.0,90.0,50.0,145.0,20-23,365Strong,2017,USA,NC,Charlotte Europa Games
325,Lauren Wait,F,SBD,27.0,92.5,70.0,110.0,24-34,365Strong,2017,USA,NC,Charlotte Europa Games
326,Alexis Eliopoulos,F,SBD,30.0,195.0,127.5,205.0,24-34,365Strong,2017,USA,NC,Charlotte Europa Games
328,Cathy Cranford,F,SBD,56.0,80.0,45.0,92.5,55-59,365Strong,2017,USA,NC,Charlotte Europa Games
432,Samantha Sawyer,F,SBD,27.0,127.01,58.97,131.54,24-34,365Strong,2017,USA,GA,New Year Challenge
433,Taylor Nugent,F,SBD,25.0,102.06,52.16,136.08,24-34,365Strong,2017,USA,GA,New Year Challenge
434,Desiree Savarese,F,SBD,35.0,102.06,63.5,131.54,35-39,365Strong,2017,USA,GA,New Year Challenge
435,Madeleine Giess,F,SBD,21.0,183.7,111.13,192.78,20-23,365Strong,2017,USA,GA,New Year Challenge
436,Tiffany Huntoon,F,SBD,32.0,108.86,65.77,142.88,24-34,365Strong,2017,USA,GA,New Year Challenge
437,Desiree Savarese,F,SBD,35.0,102.06,63.5,131.54,35-39,365Strong,2017,USA,GA,New Year Challenge
438,Angela Harvin,F,SBD,27.0,124.74,70.31,142.88,24-34,365Strong,2017,USA,GA,New Year Challenge
439,Rayseen Brown,F,SBD,32.0,131.54,77.11,149.69,24-34,365Strong,2017,USA,GA,New Year Challenge
440,Brittany Marquez,F,SBD,27.0,122.47,63.5,99.79,24-34,365Strong,2017,USA,GA,New Year Challenge
441,Ylander Ross,F,SBD,50.0,154.22,97.52,181.44,50-54,365Strong,2017,USA,GA,New Year Challenge
472,Sally Lloyd,F,SBD,36.0,80.0,45.0,112.5,35-39,365Strong,2017,USA,MO,Midwest Regionals
473,Tiffany Peters,F,SBD,28.0,100.0,60.0,105.0,24-34,365Strong,2017,USA,MO,Midwest Regionals
474,Delaney Fish,F,SBD,23.0,112.5,52.5,115.0,20-23,365Strong,2017,USA,MO,Midwest Regionals
475,Angie Peck,F,SBD,38.0,87.5,60.0,120.0,35-39,365Strong,2017,USA,MO,Midwest Regionals
477,Dani Moore,F,SBD,22.0,110.0,60.0,115.0,20-23,365Strong,2017,USA,MO,Midwest Regionals
478,Dani Moore,F,SBD,22.0,110.0,60.0,115.0,20-23,365Strong,2017,USA,MO,Midwest Regionals
479,Amber Jenkins,F,SBD,38.0,60.0,42.5,97.5,35-39,365Strong,2017,USA,MO,Midwest Regionals
480,Chelsey Roberts,F,SBD,26.0,112.5,70.0,137.5,24-34,365Strong,2017,USA,MO,Midwest Regionals
481,Brittany Abbott,F,SBD,24.0,110.0,57.5,115.0,24-34,365Strong,2017,USA,MO,Midwest Regionals
482,Nicole Clements,F,SBD,25.0,92.5,52.5,107.5,24-34,365Strong,2017,USA,MO,Midwest Regionals
536,Domoni Alexander,F,SBD,33.0,117.5,67.5,132.5,24-34,365Strong,2017,USA,SC,Victory Cup Challenge
537,Katy Milton,F,SBD,27.0,107.5,55.0,122.5,24-34,365Strong,2017,USA,SC,Victory Cup Challenge
538,Kelian Hagerty,F,SBD,38.0,102.5,60.0,120.0,35-39,365Strong,2017,USA,SC,Victory Cup Challenge
539,Reyhan Roybal,F,SBD,39.0,125.0,92.5,155.0,35-39,365Strong,2017,USA,SC,Victory Cup Challenge
540,Rainne Hill,F,SBD,24.0,102.5,57.5,130.0,24-34,365Strong,2017,USA,SC,Victory Cup Challenge
568,Lindsay Seamons,F,SBD,32.0,100.0,50.0,125.0,24-34,365Strong,2017,USA,NC,Eastern Regional Championship
569,Aubrey Cornwell,F,SBD,30.0,105.0,57.5,110.0,24-34,365Strong,2017,USA,NC,Eastern Regional Championship
570,Amanda Isley,F,SBD,29.0,97.5,60.0,127.5,24-34,365Strong,2017,USA,NC,Eastern Regional Championship
571,Amanda Isley,F,SBD,29.0,97.5,60.0,127.5,24-34,365Strong,2017,USA,NC,Eastern Regional Championship
572,Macy Lantz,F,SBD,14.0,60.0,37.5,80.0,13-15,365Strong,2017,USA,NC,Eastern Regional Championship
573,Claire Rosser,F,SBD,19.0,110.0,62.5,137.5,18-19,365Strong,2017,USA,NC,Eastern Regional Championship
574,Amy Pierce,F,SBD,33.0,120.0,70.0,140.0,24-34,365Strong,2017,USA,NC,Eastern Regional Championship
575,Krystal Scott,F,SBD,29.0,112.5,70.0,127.5,24-34,365Strong,2017,USA,NC,Eastern Regional Championship
576,Courtney Norris,F,SBD,28.0,200.0,110.0,175.0,24-34,365Strong,2017,USA,NC,Eastern Regional Championship
577,Hanna Young,F,SBD,19.0,142.5,75.0,152.5,18-19,365Strong,2017,USA,NC,Eastern Regional Championship
578,Emily Schnupp,F,SBD,21.0,95.0,62.5,112.5,20-23,365Strong,2017,USA,NC,Eastern Regional Championship
579,Heather Ingalls,F,SBD,33.0,110.0,85.0,137.5,24-34,365Strong,2017,USA,NC,Eastern Regional Championship
580,Jennifer Broome,F,SBD,35.0,102.5,67.5,115.0,35-39,365Strong,2017,USA,NC,Eastern Regional Championship
581,Heather Ingalls,F,SBD,33.0,110.0,85.0,137.5,24-34,365Strong,2017,USA,NC,Eastern Regional Championship
582,Helen Romero,F,SBD,26.0,127.5,92.5,170.0,24-34,365Strong,2017,USA,NC,Eastern Regional Championship
583,Kelley Sturm Spohrer,F,SBD,35.0,160.0,70.0,182.5,35-39,365Strong,2017,USA,NC,Eastern Regional Championship
584,Lay Kaahu,F,SBD,38.0,137.5,82.5,190.0,35-39,365Strong,2017,USA,NC,Eastern Regional Championship
585,Carla Akers,F,SBD,44.0,130.0,72.5,150.0,40-44,365Strong,2017,USA,NC,Eastern Regional Championship
586,Mary Monaghan,F,SBD,30.0,102.5,65.0,122.5,24-34,365Strong,2017,USA,NC,Eastern Regional Championship
587,Carla Akers,F,SBD,44.0,130.0,72.5,150.0,40-44,365Strong,2017,USA,NC,Eastern Regional Championship
588,Carla Akers,F,SBD,44.0,130.0,72.5,150.0,40-44,365Strong,2017,USA,NC,Eastern Regional Championship
589,Capri Cameron,F,SBD,22.0,95.0,72.5,117.5,20-23,365Strong,2017,USA,NC,Eastern Regional Championship
618,Evelyn Lyon,F,SBD,25.0,112.5,70.0,150.0,24-34,365Strong,2017,USA,IN,Ohio Valley Regional Open Powerlifting Championships
636,Amber Malchow,F,SBD,24.0,97.5,60.0,132.5,24-34,365Strong,2017,USA,NC,Men & Women National Powerlifting Championships
637,Lindsay Seamans,F,SBD,32.0,105.0,45.0,127.5,24-34,365Strong,2017,USA,NC,Men & Women National Powerlifting Championships
638,Krystal Scott,F,SBD,29.0,110.0,70.0,122.5,24-34,365Strong,2017,USA,NC,Men & Women National Powerlifting Championships
639,Amanda Isley,F,SBD,29.0,110.0,60.0,137.5,24-34,365Strong,2017,USA,NC,Men & Women National Powerlifting Championships
640,Amanda Isley,F,SBD,29.0,110.0,60.0,137.5,24-34,365Strong,2017,USA,NC,Men & Women National Powerlifting Championships
641,Macy Lantz,F,SBD,13.0,60.0,40.0,,13-15,365Strong,2017,USA,NC,Men & Women National Powerlifting Championships
642,Leslie Kutner,F,SBD,27.0,120.0,75.0,147.5,24-34,365Strong,2017,USA,NC,Men & Women National Powerlifting Championships
643,Meredith Ward,F,SBD,30.0,97.5,55.0,135.0,24-34,365Strong,2017,USA,NC,Men & Women National Powerlifting Championships
644,Taylor Jackson,F,SBD,26.0,137.5,65.0,145.0,24-34,365Strong,2017,USA,NC,Men & Women National Powerlifting Championships
645,Priscilla Pardue,F,SBD,53.0,140.0,65.0,117.5,50-54,365Strong,2017,USA,NC,Men & Women National Powerlifting Championships
646,Priscilla Pardue,F,SBD,53.0,140.0,65.0,117.5,50-54,365Strong,2017,USA,NC,Men & Women National Powerlifting Championships
647,Brittany Shackelford,F,SBD,28.0,182.5,102.5,170.0,24-34,365Strong,2017,USA,NC,Men & Women National Powerlifting Championships
648,Domoni Alexander,F,SBD,33.0,122.5,72.5,,24-34,365Strong,2017,USA,NC,Men & Women National Powerlifting Championships
649,Kendra Danzer,F,SBD,34.0,122.5,65.0,172.5,24-34,365Strong,2017,USA,NC,Men & Women National Powerlifting Championships
650,Deborah Omolewu,F,SBD,34.0,120.0,77.5,152.5,24-34,365Strong,2017,USA,NC,Men & Women National Powerlifting Championships
651,Reyhan Roybal,F,SBD,39.0,155.0,102.5,175.0,35-39,365Strong,2017,USA,NC,Men & Women National Powerlifting Championships
652,Jessica Wissmann,F,SBD,26.0,175.0,82.5,160.0,24-34,365Strong,2017,USA,NC,Men & Women National Powerlifting Championships
653,Rainne Hill,F,SBD,25.0,115.0,62.5,130.0,24-34,365Strong,2017,USA,NC,Men & Women National Powerlifting Championships
654,Jennifer Broome,F,SBD,35.0,110.0,62.5,127.5,35-39,365Strong,2017,USA,NC,Men & Women National Powerlifting Championships
655,Candice Maness,F,SBD,55.0,140.0,87.5,135.0,55-59,365Strong,2017,USA,NC,Men & Women National Powerlifting Championships
656,Eileen Chavez,F,SBD,28.0,117.5,57.5,142.5,24-34,365Strong,2017,USA,NC,Men & Women National Powerlifting Championships
657,Michelle Wood,F,SBD,22.0,87.5,60.0,102.5,20-23,365Strong,2017,USA,NC,Men & Women National Powerlifting Championships
658,Lay Kaahu,F,SBD,38.0,127.5,82.5,197.5,35-39,365Strong,2017,USA,NC,Men & Women National Powerlifting Championships
659,Kelley Sturm Spohrer,F,SBD,35.0,150.0,67.5,182.5,35-39,365Strong,2017,USA,NC,Men & Women National Powerlifting Championships
660,Helen Romero,F,SBD,27.0,137.5,87.5,175.0,24-34,365Strong,2017,USA,NC,Men & Women National Powerlifting Championships
661,Carla Akers,F,SBD,44.0,137.5,75.0,152.5,40-44,365Strong,2017,USA,NC,Men & Women National Powerlifting Championships
662,Alexis Eliopoulos,F,SBD,31.0,210.0,137.5,210.0,24-34,365Strong,2017,USA,NC,Men & Women National Powerlifting Championships
663,Shannon Nash,F,SBD,45.0,112.5,172.5,165.0,45-49,365Strong,2017,USA,NC,Men & Women National Powerlifting Championships
664,Carla Akers,F,SBD,44.0,137.5,75.0,152.5,40-44,365Strong,2017,USA,NC,Men & Women National Powerlifting Championships
665,Cathy Cranford,F,SBD,57.0,65.0,42.5,100.0,55-59,365Strong,2017,USA,NC,Men & Women National Powerlifting Championships
666,Shannon Nash,F,SBD,45.0,112.5,172.5,165.0,45-49,365Strong,2017,USA,NC,Men & Women National Powerlifting Championships
667,Tarra Farnham,F,SBD,31.0,110.0,55.0,132.5,24-34,365Strong,2017,USA,NC,Men & Women National Powerlifting Championships
764,Harley Milone,F,SBD,13.0,82.5,45.0,112.5,13-15,365Strong,2017,USA,SC,East Coast Conflict
765,Barbara Haiden,F,SBD,67.0,125.0,95.0,135.0,65-69,365Strong,2017,USA,SC,East Coast Conflict
766,Elizabeth Longo,F,SBD,26.0,87.5,50.0,112.5,24-34,365Strong,2017,USA,SC,East Coast Conflict
767,Allyson Abbs,F,SBD,24.0,142.5,,132.5,24-34,365Strong,2017,USA,SC,East Coast Conflict
4720,Jeanilee Sumagaysay,F,SBD,33.0,102.5,67.5,140.0,24-34,AAU,2017,USA,CA,So Cal Meet
4721,Rebecca Barnes,F,SBD,25.0,80.0,50.0,107.5,24-34,AAU,2017,USA,CA,So Cal Meet
4722,Holly Betros,F,SBD,33.0,105.0,75.0,117.5,24-34,AAU,2017,USA,CA,So Cal Meet
4749,Sascha Goldsmith,F,SBD,13.0,85.0,40.0,92.5,13-15,AAU,2017,USA,CA,Battle of Los Angeles
4750,Martine Goldsmith,F,SBD,47.0,60.0,40.0,82.5,45-49,AAU,2017,USA,CA,Battle of Los Angeles
4751,Tina Rose,F,SBD,41.0,87.5,40.0,100.0,40-44,AAU,2017,USA,CA,Battle of Los Angeles
4752,Sarah Herrera,F,SBD,20.0,65.0,35.0,75.0,20-23,AAU,2017,USA,CA,Battle of Los Angeles
4753,Jadelyn Rodriguez,F,SBD,12.0,57.5,37.5,77.5,5-12,AAU,2017,USA,CA,Battle of Los Angeles
4754,Yvonne Van Stiphout,F,SBD,30.0,100.0,50.0,160.0,24-34,AAU,2017,USA,CA,Battle of Los Angeles
4777,Susan Jenette Clark,F,SBD,29.0,75.0,57.5,110.0,24-34,AAU,2017,USA,CA,Central California Meet
4778,Jaimie Kostiuk,F,SBD,32.0,103.5,60.0,115.0,24-34,AAU,2017,USA,CA,Central California Meet
4787,Clarissa Olguin,F,SBD,22.0,90.0,55.0,137.5,20-23,AAU,2017,USA,CA,American Meet
4788,Melaina King,F,SBD,25.0,102.5,65.0,142.5,24-34,AAU,2017,USA,CA,American Meet
4789,Rachel Maak,F,SBD,31.0,107.5,65.0,132.5,24-34,AAU,2017,USA,CA,American Meet
4790,Adreienne Osuna,F,SBD,31.0,92.5,50.0,125.0,24-34,AAU,2017,USA,CA,American Meet
4812,Rebecca Cadenas,F,SBD,27.0,80.0,47.5,112.5,24-34,AAU,2017,USA,NV,Sin City Powerlifting
4813,Kristin Finn,F,SBD,37.0,112.5,65.0,115.0,35-39,AAU,2017,USA,NV,Sin City Powerlifting
4814,Syndney Loritz,F,SBD,18.0,82.5,35.0,100.0,18-19,AAU,2017,USA,NV,Sin City Powerlifting
4815,Ally Ching,F,SBD,16.0,65.0,40.0,90.0,16-17,AAU,2017,USA,NV,Sin City Powerlifting
4816,Peyton Crosby,F,SBD,15.0,70.0,40.0,90.0,13-15,AAU,2017,USA,NV,Sin City Powerlifting
4817,Juliette Doumerque,F,SBD,14.0,70.0,30.0,80.0,13-15,AAU,2017,USA,NV,Sin City Powerlifting
4818,Anne Erlandson,F,SBD,32.0,97.5,57.5,112.5,24-34,AAU,2017,USA,NV,Sin City Powerlifting
4819,Marlissa Jones,F,SBD,26.0,117.5,57.5,147.5,24-34,AAU,2017,USA,NV,Sin City Powerlifting
4820,Francesca Paraz,F,SBD,23.0,102.5,70.0,130.0,20-23,AAU,2017,USA,NV,Sin City Powerlifting
4823,Kathy Tokunaga,F,SBD,50.0,65.0,37.5,90.0,50-54,AAU,2017,USA,NV,Sin City Powerlifting
4824,Kelli Rau,F,SBD,34.0,107.5,72.5,140.0,24-34,AAU,2017,USA,NV,Sin City Powerlifting
4836,Damiyah Smith,F,SBD,10.0,62.5,37.5,80.0,5-12,AAU,2017,USA,NV,North American Powerlifting Championships
4837,Melissa Holloway,F,SBD,48.0,65.0,40.0,122.5,45-49,AAU,2017,USA,NV,North American Powerlifting Championships
4838,Kathy Tokunago,F,SBD,51.0,67.5,40.0,105.0,50-54,AAU,2017,USA,NV,North American Powerlifting Championships
4839,Lisa Reading,F,SBD,53.0,70.0,45.0,102.5,50-54,AAU,2017,USA,NV,North American Powerlifting Championships
4840,Lisa Voss,F,SBD,50.0,72.5,70.0,142.5,50-54,AAU,2017,USA,NV,North American Powerlifting Championships
4841,Jeanilee Sumagaysay,F,SBD,33.0,107.5,75.0,145.0,24-34,AAU,2017,USA,NV,North American Powerlifting Championships
4842,Heather Aquino,F,SBD,30.0,97.5,50.0,135.0,24-34,AAU,2017,USA,NV,North American Powerlifting Championships
4843,Lisa Voss,F,SBD,50.0,72.5,70.0,142.5,50-54,AAU,2017,USA,NV,North American Powerlifting Championships
4844,Angie Andras,F,SBD,36.0,107.5,62.5,110.0,35-39,AAU,2017,USA,NV,North American Powerlifting Championships
4929,Rocky Luedecker,F,SBD,62.0,45.0,40.0,80.0,60-64,AAU,2017,USA,NV,World Powerlifting Championships
4930,Rocky Luedecker,F,SBD,62.0,45.0,40.0,80.0,60-64,AAU,2017,USA,NV,World Powerlifting Championships
4931,Chisato Dubose,F,SBD,53.0,77.5,40.5,110.0,50-54,AAU,2017,USA,NV,World Powerlifting Championships
4932,Delores Sutcliffe,F,SBD,55.0,72.5,37.5,100.0,55-59,AAU,2017,USA,NV,World Powerlifting Championships
4933,Robyn Miller,F,SBD,39.0,85.0,62.5,140.0,35-39,AAU,2017,USA,NV,World Powerlifting Championships
4934,Robyn Miller,F,SBD,39.0,85.0,62.5,140.0,35-39,AAU,2017,USA,NV,World Powerlifting Championships
4935,Cienna Cabrera,F,SBD,11.0,55.0,32.5,66.0,5-12,AAU,2017,USA,NV,World Powerlifting Championships
4936,Cameron Cabrera,F,SBD,16.0,62.5,37.5,62.5,16-17,AAU,2017,USA,NV,World Powerlifting Championships
4937,Melissa Holloway,F,SBD,49.0,67.5,45.0,140.0,45-49,AAU,2017,USA,NV,World Powerlifting Championships
4938,Valerie Silver,F,SBD,68.0,65.0,42.5,112.5,65-69,AAU,2017,USA,NV,World Powerlifting Championships
4939,Chynna Ramello,F,SBD,24.0,80.0,45.0,127.5,24-34,AAU,2017,USA,NV,World Powerlifting Championships
4940,Jeanilee Sumagaysay,F,SBD,34.0,107.5,75.0,142.5,24-34,AAU,2017,USA,NV,World Powerlifting Championships
4941,Abigail Vanmarter,F,SBD,18.0,80.0,40.0,105.0,18-19,AAU,2017,USA,NV,World Powerlifting Championships
4942,Yelena Bredikhina,F,SBD,40.0,95.0,55.0,140.0,40-44,AAU,2017,USA,NV,World Powerlifting Championships
4943,Maryliah Leavevton,F,SBD,23.0,102.5,52.5,140.0,20-23,AAU,2017,USA,NV,World Powerlifting Championships
4944,Breanna Salazar,F,SBD,25.0,100.0,57.5,137.5,24-34,AAU,2017,USA,NV,World Powerlifting Championships
4945,Rachel Maak,F,SBD,32.0,117.5,75.0,145.0,24-34,AAU,2017,USA,NV,World Powerlifting Championships
4946,Pascale Atallah,F,SBD,33.5,,,,24-34,AAU,2017,USA,NV,World Powerlifting Championships
4947,Shelby Marsh,F,SBD,37.0,80.0,42.5,120.0,35-39,AAU,2017,USA,NV,World Powerlifting Championships
4948,Camille Curto,F,SBD,37.0,137.5,82.5,147.5,35-39,AAU,2017,USA,NV,World Powerlifting Championships
4949,Sachie DuBose,F,SBD,17.0,152.5,67.5,167.5,16-17,AAU,2017,USA,NV,World Powerlifting Championships
4950,Malinche Yellowhorse,F,SBD,27.0,112.5,50.0,122.5,24-34,AAU,2017,USA,NV,World Powerlifting Championships
4951,Katie Ruehle,F,SBD,32.0,112.5,70.0,145.0,24-34,AAU,2017,USA,NV,World Powerlifting Championships
4952,Yvonne Von Stipholt,F,SBD,31.0,120.0,62.5,155.0,24-34,AAU,2017,USA,NV,World Powerlifting Championships
4953,Sachie DuBose,F,SBD,17.0,152.5,67.5,167.5,16-17,AAU,2017,USA,NV,World Powerlifting Championships
4954,Angie Andras,F,SBD,37.0,97.5,62.5,110.0,35-39,AAU,2017,USA,NV,World Powerlifting Championships
4955,Lisa Reading,F,SBD,53.0,82.5,52.5,116.0,50-54,AAU,2017,USA,NV,World Powerlifting Championships
4956,Kellie Born,F,SBD,15.0,100.0,57.5,112.5,13-15,AAU,2017,USA,NV,World Powerlifting Championships
4957,Erin Wallace,F,SBD,37.0,125.0,70.0,137.5,35-39,AAU,2017,USA,NV,World Powerlifting Championships
4958,Damiyah Smith,F,SBD,11.0,65.0,42.5,87.5,5-12,AAU,2017,USA,NV,World Powerlifting Championships
4959,Sascha Goldsmith,F,SBD,13.0,85.0,40.0,92.5,13-15,AAU,2017,USA,NV,World Powerlifting Championships
4960,Robin Roth,F,SBD,47.0,37.5,32.5,100.0,45-49,AAU,2017,USA,NV,World Powerlifting Championships
12216,Angela di Fiore,F,SBD,39.0,97.52,68.04,122.47,35-39,APA,2017,USA,MI,Michigan Summer Iron Bash
12217,Sakiross Ponder,F,SBD,30.0,106.59,52.16,136.08,24-34,APA,2017,USA,MI,Michigan Summer Iron Bash
12218,Tracy Draher,F,SBD,41.0,165.56,117.93,197.31,40-44,APA,2017,USA,MI,Michigan Summer Iron Bash
12219,Jillian Klein,F,SBD,32.0,142.88,65.77,147.42,24-34,APA,2017,USA,MI,Michigan Summer Iron Bash
12220,Chalyn Marshall,F,SBD,20.0,83.91,43.09,79.38,20-23,APA,2017,USA,MI,Michigan Summer Iron Bash
12221,Kaitie Naert,F,SBD,15.0,106.59,54.43,147.42,13-15,APA,2017,USA,MI,Michigan Summer Iron Bash
12239,Leslie Traeger,F,SBD,25.5,85.0,40.0,122.5,24-34,APA,2017,USA,AL,Raw Wars III
12240,Ciara Harmon,F,SBD,15.5,137.5,70.0,137.5,,APA,2017,USA,AL,Raw Wars III
12241,Ciara Harmon,F,SBD,15.5,137.5,70.0,137.5,,APA,2017,USA,AL,Raw Wars III
12244,Macy Moorehead,F,SBD,14.5,112.5,55.0,137.5,13-15,APA,2017,USA,AL,Raw Wars III
12245,Carley Smith,F,SBD,25.5,145.0,77.5,165.0,24-34,APA,2017,USA,AL,Raw Wars III
12246,Sanjuana Ledbetter,F,SBD,,107.5,62.5,152.5,,APA,2017,USA,AL,Raw Wars III
12247,Macy Moorehead,F,SBD,14.5,112.5,55.0,137.5,13-15,APA,2017,USA,AL,Raw Wars III
12248,Grace Douzat,F,SBD,20.5,95.0,47.5,112.5,20-23,APA,2017,USA,AL,Raw Wars III
12254,Chelsea Cannon,F,SBD,24.5,155.0,92.5,177.5,24-34,APA,2017,USA,AL,Raw Wars III
12255,Aniis Hopkins,F,SBD,,122.5,70.0,145.0,,APA,2017,USA,AL,Raw Wars III
12258,Charla Clarke,F,SBD,,120.0,80.0,115.0,,APA,2017,USA,AL,Raw Wars III
12259,Stephanie Horton,F,SBD,24.5,110.0,42.5,117.5,24-34,APA,2017,USA,AL,Raw Wars III
12263,Jessica Myers,F,SBD,39.5,137.5,80.0,155.0,,APA,2017,USA,AL,Raw Wars III
12264,LaToya Atterberry,F,SBD,40.0,150.0,82.5,157.5,40-44,APA,2017,USA,AL,Raw Wars III
12294,Cindy Schindler,F,SBD,54.0,70.31,54.43,115.67,50-54,APA,2017,USA,MO,Missouri Raw Summer Iron Bash
12295,Cindy Schindler,F,SBD,54.0,70.31,54.43,115.67,50-54,APA,2017,USA,MO,Missouri Raw Summer Iron Bash
12296,Amy Lee,F,SBD,44.0,111.13,70.31,136.08,40-44,APA,2017,USA,MO,Missouri Raw Summer Iron Bash
12297,Jessica Cuba,F,SBD,37.0,115.67,58.97,131.54,35-39,APA,2017,USA,MO,Missouri Raw Summer Iron Bash
12298,Lori Ventimiglia,F,SBD,36.0,104.33,47.63,117.93,35-39,APA,2017,USA,MO,Missouri Raw Summer Iron Bash
12299,Emily Burgess,F,SBD,20.0,102.06,68.04,115.67,20-23,APA,2017,USA,MO,Missouri Raw Summer Iron Bash
12307,Bernice Pimentel,F,SBD,31.0,97.5,42.5,130.0,24-34,APA,2017,USA,TX,Lone Star Raw Championships
12308,Kimberly Munoz,F,SBD,24.0,125.0,70.0,150.0,24-34,APA,2017,USA,TX,Lone Star Raw Championships
12309,Ashley Meadows,F,SBD,30.0,122.5,70.0,165.0,24-34,APA,2017,USA,TX,Lone Star Raw Championships
12310,Sylvia Berumem,F,SBD,40.0,95.0,45.0,115.0,40-44,APA,2017,USA,TX,Lone Star Raw Championships
12311,Melanie Bowman,F,SBD,39.0,140.0,82.5,137.5,35-39,APA,2017,USA,TX,Lone Star Raw Championships
12312,Paula Powell,F,SBD,53.0,127.5,70.0,137.5,50-54,APA,2017,USA,TX,Lone Star Raw Championships
12313,Melanie Bowman,F,SBD,39.0,140.0,82.5,137.5,35-39,APA,2017,USA,TX,Lone Star Raw Championships
12349,Megan Benner,F,SBD,30.0,111.13,63.5,115.67,24-34,APA,2017,USA,OH,Raw Nationals
12350,Kate Zimmerman,F,SBD,39.0,117.93,66.68,154.22,35-39,APA,2017,USA,OH,Raw Nationals
12353,Carol Moorhead,F,SBD,55.0,92.99,45.36,104.33,55-59,APA,2017,USA,OH,Raw Nationals
12354,Carol Moorhead,F,SBD,55.0,92.99,45.36,104.33,55-59,APA,2017,USA,OH,Raw Nationals
12355,Bobbi Sue Rauch,F,SBD,48.0,92.99,54.43,104.33,45-49,APA,2017,USA,OH,Raw Nationals
12356,Nancy Lowther,F,SBD,58.0,111.13,72.57,122.47,55-59,APA,2017,USA,OH,Raw Nationals
12357,Nancy Lowther,F,SBD,58.0,111.13,72.57,122.47,55-59,APA,2017,USA,OH,Raw Nationals
12358,Rebecca Jones,F,SBD,64.0,88.45,45.36,117.93,60-64,APA,2017,USA,OH,Raw Nationals
12359,Nora Rege,F,SBD,26.0,120.2,54.43,124.74,24-34,APA,2017,USA,OH,Raw Nationals
12360,Kelsey Conway,F,SBD,25.0,108.86,63.5,124.74,24-34,APA,2017,USA,OH,Raw Nationals
12361,Lalane Burhenn,F,SBD,44.0,138.35,63.5,140.61,40-44,APA,2017,USA,OH,Raw Nationals
12362,Lalane Burhenn,F,SBD,44.0,138.35,63.5,140.61,40-44,APA,2017,USA,OH,Raw Nationals
12363,Lisa Gregg,F,SBD,43.0,163.29,70.31,156.49,40-44,APA,2017,USA,OH,Raw Nationals
12364,Christine Temples,F,SBD,37.0,183.7,111.13,174.63,35-39,APA,2017,USA,OH,Raw Nationals
12375,Raiya Thomure,F,SBD,17.0,86.18,45.36,102.06,16-17,APA,2017,USA,AR,Southern States
12400,Emily Shipley,F,SBD,22.0,106.59,74.84,138.35,20-23,APA,2017,USA,NJ,Garden State Raw Championships
